CustomerID,TenureMonths,NumSupportTickets,AvgMonthlyGBData,Churn
098e7e16-d990-416b-9b77-c4013d3a1d28,58,0,79,0
d8631189-d2a5-48d0-b990-c93aa22cf44e,55,0,65,0
f1e23db2-98e1-414e-83c4-8de02d57d051,45,5,156,1
6e030891-f95c-47fa-932b-c72a6c490d50,62,1,99,0
612e74e3-a009-454b-812c-5451481ea5e3,52,2,103,0
91c75179-fabb-42ae-9146-4ad85c576411,47,0,,0
d4c4ee0c-84e1-401f-986d-15b594eadd73,38,1,,0
528fedb5-d652-4971-a25d-846cae87362b,59,3,52,1
3a17312c-f5eb-46ba-a565-5a2743255156,38,2,79,0
4101916c-e54a-4c6f-8a2e-95ac2d14baa5,41,0,85,0
b1f6e3c2-d1ab-4cfd-901d-d796a401e7a3,40,2,64,0
42dbd598-2cd6-4385-9543-c48e7055926c,55,1,134,0
2aba72ef-5f95-4d84-9f96-05f39befe269,37,2,95,0
a8f8388d-025e-497a-b41c-f2cc5aa52287,40,1,39,0
cd4a6b31-bf7f-4d94-a84f-fa91a4b7563c,49,1,31,1
a73d5a5d-bf87-4c33-8a6e-a82668f6bc6a,62,4,117,0
bdcd65ee-cd6b-4132-9900-60375b7f3f85,50,3,55,1
4c684126-d512-400c-80c1-fe169b53afcc,50,1,122,0
cc5da622-2225-4ed0-aa58-9acb90d30a99,63,1,102,0
a872a12d-3412-4d9c-a7fd-0aa3f3eb19cd,34,2,63,0
3f6444e2-ab5c-40e1-939a-322b81f15568,36,1,127,0
4deaa9cc-087b-446f-bd91-1c1421bfb1e9,50,1,24,0
8e008abd-e138-43ff-b4a7-54b91b5c4799,46,2,66,0
5400bb85-2ac0-4782-b2ce-0fd49529cfa2,42,1,99,0
f4ff98d1-1adf-4d06-9eb5-6784dc1dd4c0,54,1,127,0
3261d3d4-f35f-4616-ad00-d6ecc12406da,55,2,98,0
e954a465-4545-499e-a597-d48af9a9cc5a,47,3,28,1
63be2d43-1970-4e30-85dc-30bba4b8e9c2,56,3,59,0
ee70d911-480c-43dc-ba70-adcd69be0c33,69,3,75,0
35f10b7c-7226-4b0e-b01c-cb22d9e0133d,44,2,38,0
d55a922a-82b2-4ae3-bf36-90f1359db08c,57,2,36,0
f8e05999-4841-41f3-8a45-71115f6e4a65,53,1,,0
9ae22505-6493-459a-add4-3a1886e903ff,58,0,32,0
fc0d5e02-8d33-4654-9478-6be85ab4a521,47,1,44,0
d919c95e-d144-407a-af6c-ea5daf16da73,51,2,119,0
56f96175-4666-40da-b124-01548b737a9e,64,3,57,0
4a108bcd-fdb0-4d17-905b-39af3f980eee,36,1,41,0
6fb01f9a-c36f-44e3-b374-721c775abfb3,54,2,28,0
f95aeadb-8474-4e66-899b-7a3fb2f7a89c,56,3,42,0
a47c3c0d-7aa5-4728-b4d7-fcfb9fbfaa81,44,4,62,1
a95e7b15-77b7-4304-9361-e86849be8207,55,,,0
c9317244-1810-4fac-8ba7-35114de68b4a,63,2,27,0
3cabf68e-7fc2-4cfd-afb1-fe0994e4f4e7,35,3,,0
c99cb4f4-9a9a-4a32-831e-e40b658eb93c,68,3,71,0
7f468999-33cb-482a-847d-550e1ad2dc05,38,1,59,0
070eb18a-8b16-4832-8d96-8e06d01dd708,69,1,59,0
6b277bfd-2af0-47cd-b634-0e0c1d29f2dc,37,4,,0
dbd86559-f2b4-4bb8-8daa-0ba124791776,52,1,50,0
7c91c13a-3750-4389-a126-bbc728a24997,68,2,74,0
fc964060-526b-4ec7-b19e-4a207622dac4,53,0,67,0
fbc0ebb3-ffae-443e-a165-31de6911c1e0,58,0,91,0
951c4cd0-4ae9-468f-a27f-99efb7ae5dd1,61,4,68,0
0605c071-6d87-4b70-8986-a24bec365840,56,2,34,0
7580f9d0-702d-4943-986a-b96182ad87c1,58,23,560.7777523,0
a6538331-6b01-4161-bb5c-473c180881b4,66,3,119,0
cd455c35-86b0-40cf-9d38-1865e0d50802,57,3,45,0
5a68740e-df78-4dd0-9fd5-18068a66b9ca,68,1,66,0
d62df3fc-4f99-45e7-9a42-15c58d1dd075,34,1,93,1
773580c6-eea5-4e8a-8f3f-0d70d4672e9e,46,,80,1
89123f91-dc83-488d-8920-7834a858f5fc,48,0,,0
9401b92b-7735-4c20-8411-897b7a1de820,35,4,146,0
1d43b3a6-12bc-45a6-87a9-54660705029b,38,0,139,1
74dc5574-be70-432f-865e-0db228d578ca,41,0,32,0
d467bffa-b0e3-4a3f-95a0-64c690d00b6d,36,0,,0
c7defd10-3da6-41b0-8db9-1d745f908a26,56,0,,1
4e41737f-aed9-44ed-9e87-5fcdad440140,60,,70,1
53d85a01-7abc-42b5-921b-50fd734aaaf0,45,2,41,1
7c171efe-569d-4504-a33c-c81dfc8e8d42,39,2,71,0
bc98fa88-f1dd-45fe-8d0f-5a4429296dac,37,2,108,0
1c75eccb-be9b-4481-9009-2164c43e1402,61,2,127,0
5cc26a9e-9212-4cc0-9882-2ff1f2a16284,59,2,47,0
f6d3c3c0-8d02-42df-a640-0bc8bfc78746,52,0,52,1
242c0aaa-2d6d-4400-be82-e81fdc66b206,68,3,69,1
811c0a4c-f89b-4ec6-bc4c-148f8c0d2472,64,1,53,1
e4c10f5d-325d-4ecb-8f6e-ededcf1a174d,52,0,22,0
30d9c9ac-fd11-4ec5-a946-478ad0cb7904,43,3,32,0
d9521dfe-99c6-4929-898b-806bb62ba092,35,2,99,0
0b32dcbc-6869-4c07-a40b-277634e9ec19,56,1,55,0
b9121577-8b1c-4fe3-8550-05585fe36148,56,0,57,0
0205cec9-2000-4c44-8002-f8ca0eddafbb,67,3,36,0
669b96db-845e-411e-8346-096b982836bd,41,4,118,0
f167beb6-aeff-4764-af0c-fce471a27b09,45,2,83,1
d8eb389f-254a-4af8-ac54-93e1b3414df7,62,0,45,0
7596d413-e2d8-407a-b9b4-fad32395bbaa,39,3,68,1
7b4fba21-7b93-46b9-9a74-baa0fafa9031,63,,44,1
9fc31ec6-c94c-4ab4-9949-20adb3a7d2af,34,2,99,0
cdfe4358-8dc5-460c-9e9b-3dc40a6f6ae9,45,2,26,0
14b40635-f194-4030-a757-7b17c83cc957,55,1,107,0
e79deaaa-78b8-4e4b-9db5-94f9db347230,64,1,68,0
57a6ec2a-896f-4be7-9325-26fc41242d65,39,,89,0
bd8fa119-2d53-4ae8-8214-5a7a6877bed4,64,2,91,0
9a421081-e240-431b-a5f0-ee51b20c4fbe,44,1,49,1
5e9d226b-d514-4f0b-84c9-04133c983d8f,49,,42,0
32c8b63e-0ef1-4ca8-ac56-1086c5e8f1db,65,2,96,0
bbacb4b1-badc-4b37-bd22-a596e348cb2d,54,2,100,0
b7cdbcc5-4375-4f4a-95b7-a829657a801b,44,0,120,0
18c54fc8-ee72-44eb-a8aa-5e30bbdf1d81,45,1,31,1
7a578411-9702-4d88-b384-9e2dc9874f82,60,4,47,1
416bfe51-1b56-41bb-8394-13872737201b,52,1,31,0
487f384f-6fbb-49a3-9bc5-667082b958ac,36,1,51,0
ecc232b6-3c60-48c9-b38b-e6fb59e99cc2,63,3,56,0
6d641d83-0000-40f7-8bd0-92b13644f83b,69,2,,0
5c51d5c0-180f-4e09-a77f-d09d3f78f890,66,2,34,1
668190f6-9f13-4b35-a239-f7fb25ed7ffe,69,0,99,0
9bbfb8ba-d584-4d2c-85b9-f27cb5f355cc,68,0,154,0
09b6dd46-0e6e-4a32-83b3-5c1f66c223fd,50,3,73,0
68d4440c-7332-4f86-9876-ccefbbf1994f,50,2,,0
84e9eb9e-5125-4513-a8e9-a904e472eed0,39,0,59,0
7368f937-8528-4049-b09e-8da701ee6199,66,1,31,0
18799813-1f5b-4b5e-91b6-4942d76ed43b,49,1,26,0
b108e85d-6f9a-4cc8-ba17-477c90b9177c,62,1,61,1
89ecade9-9900-46f7-a418-22ef5d05267f,67,2,55,0
559399c2-4f72-4af2-8819-ef2777d178b3,57,0,,0
4787c736-3568-4dd0-a5dc-3909490a8adc,60,1,58,0
656d5ed8-3fe5-461d-8987-a647dfd69de1,55,2,24,0
6250b221-391f-4f95-85f9-2270f9763ef1,43,0,121,0
09369dc8-0c9b-4d37-acbb-ef88a5bc4d94,34,2,90,0
1553b5d1-1070-4e4f-b74b-12813599b500,38,2,52,0
4c40105d-1f9b-48ca-8286-3957cf2762ec,44,2,82,0
ee2a2812-4e70-4b10-b74e-1c0e88e1e7d2,45,0,20,0
c46aede5-86dc-44bd-8b3e-bcd174d182ca,64,1,152,1
ea766984-b2f3-4bd0-a45f-df9fb6a29e68,57,2,44,0
600d74fa-102b-416d-864b-fd113255c41a,36,0,33,1
e481b5d1-c63b-42f4-bc2a-0cfc03c3dc2c,54,1,42,0
2d3ed6f5-7cc6-4029-be80-bdd526d3a247,53,2,53,1
eafa90b9-1108-4f10-8302-0f5b9a3e09a6,63,0,32,0
330e9ae8-56f0-4a92-8c53-f9a219e5fc4a,66,1,76,0
c4083a28-0d0f-4d85-8ce4-5057609fad6c,41,1,46,1
971eaaf6-2361-493b-ac72-2e8f4577da0c,58,3,33,0
f8adbf9c-e634-4ba6-bce4-2d3c7d3b1ca8,38,2,47,0
432110b2-566e-4b9c-815e-296e773b11a6,50,2,100,0
76a796e9-5b7b-485a-a106-a176babeacbf,39,2,54,0
a88acdd9-9c08-43e9-b8fb-afcac0d6fa80,66,1,21,0
5be5777a-3e12-4dce-acb8-bc269b613b8e,66,3,40,0
dd41416e-aaa5-4ffe-a493-a2fa20d5a403,66,1,119,1
404fc243-8185-479b-b2af-74901777b439,61,0,,0
73c8d530-1341-49f4-b93e-78dce96562ea,57,1,79,0
cf87917b-0632-4bcd-9c2c-ec9fa708fc12,46,0,,0
a6d691a6-555e-40e0-b8c6-7ed30e59e483,66,0,69,0
9b08c070-a51b-401e-bcb3-b6cd49672c06,56,4,76,0
0dea7062-5a39-46c3-ba65-5719c6e658fb,38,2,152,1
a02b0737-62e6-4ebb-a560-9467379abff8,60,3,67,0
2fc49bcc-56e2-4133-a241-ec6a8769f9a3,65,1,,0
4de8ef49-0436-476c-9250-933602e37d4a,53,5,59,0
3ca8fdd8-6aca-46d8-87bd-2eabdcbb4010,45,5,106,1
a8f1ecc2-8ff4-4ca4-9cbb-0a9890899ded,48,2,57,0
753705fd-bcc8-4e21-8a5b-19a2119330bd,46,0,37,0
611e6853-7e5e-4cbc-bb9e-fedca6bb21d2,57,4,50,0
08041bbc-5aa7-4c6a-87d8-96795141a5e8,50,1,94,1
c1fd2a8c-1900-4d86-bd7a-de24b54c2a6f,40,1,149,0
217c6f31-2f9a-49a4-9070-8130ffe6b93b,47,2,68,0
8d078c16-8c6b-4a2a-bebb-90c8282c145b,64,,107,1
61057630-cf05-4e4c-a65c-e24e041c52af,52,3,90,0
5395a639-3404-443b-a1bc-a82a2267a4dc,35,3,70,1
e416cdfd-2acd-47db-b2a7-88f8ec459e70,55,6,93,0
3bfb20de-5857-4764-9286-9be7e83b5c9d,52,0,37,0
2ca53cc1-8970-4589-b404-ddd14fa01dc5,37,1,32,0
d4712fe5-a2ec-486a-ac37-0639575d1231,52,0,135,1
3187d76f-ba3a-43bf-b5d2-24e99dfea4f6,59,1,98,0
0c945e87-4442-4bdf-9d3d-d58d8aa030cd,48,2,,0
6c07f003-e760-4323-b465-a355b0b7c6a4,50,2,102,0
d154d9d7-8282-443f-9e8b-ded4f420e174,43,1,115,0
9c41d5d3-50e1-45c5-975e-35c6486598f8,36,1,60,0
0da58e22-c538-491d-a5b6-f58fc94fa43b,48,1,41,0
7b780a51-94f7-48ce-94b0-df88f02bec68,50,,66,1
32d4e7bf-1c12-4f7b-9f5f-92df9180f427,55,4,78,0
660cd937-a0ac-4fa3-9058-b55977cf30cc,36,2,75,0
7a33415d-4a51-44e2-a220-741ca9a764cb,41,1,86,0
d9c62c39-5569-4a46-9fa7-12bf0de02bd4,37,2,19,0
202877cc-f861-4248-bcea-d89394a3c637,46,1,143,0
8cb6d728-c4d9-41b7-8a71-3a683d9ef349,40,0,122,0
647f0d7b-31e8-414b-a2c8-6a888b69149c,41,2,38,0
feb60ac6-2237-4dcc-8616-e0989adc837d,46,3,50,0
41eaedd2-163f-4755-9916-059f50844166,34,4,104,0
30cdf4f0-feb7-4e2b-a032-167af05f6273,43,1,113,0
a8b0c770-4dce-4523-af55-711db65441a6,42,,104,1
0272daee-887d-4413-8536-57b7ef91ef4b,56,2,68,0
945d1ff6-86df-4912-b164-1fee107c9e6a,38,1,71,0
c9b90f04-d187-48a2-b6db-23f0a94a178f,41,0,93,0
ae19c07d-2cd1-4cf9-97b3-b2bbe50ed571,37,1,,0
6f5bcfbc-129e-4eda-96e6-a5e96c7f2301,45,0,78,0
a902fc8c-2897-480c-9c9c-5a9fa1dd63e2,55,1,76,0
09fae688-3976-4cf8-9a21-33f4aab51bee,66,0,79,0
cc6225f8-6294-48ed-a734-8e6fa569d1aa,38,0,50,0
7ec97650-50f3-4930-b769-5462618db5e1,68,1,114,0
15d5ad25-ac6c-48ad-a8cd-6e5f1a7f3cd6,35,1,102,0
fe7e6580-57b2-47d5-842c-754a222abe29,64,1,112,1
68ff7cc5-b4ec-48fe-a337-186c393d8024,59,0,20,0
8ade8b25-510f-40ad-a031-d114a9880730,45,1,60,0
66657931-c0f6-4729-a758-a7b136005b56,44,2,68,0
54c65acf-1aff-418f-9f66-ede62d7d7895,37,1,109,0
d0c74792-ab2e-467b-bd08-84c94aaf754f,67,3,38,0
92c82f98-f5cb-470c-a0fa-fccf1ccb2bb7,53,2,118,1
1df7a116-d6d4-4fb3-a5d9-d7ea397bd2c3,60,3,,0
4ababcbb-f613-4fc3-bc4f-98c820a4ead6,35,1,82,0
84730184-a583-4ea5-9007-7b7a867e8059,67,1,42,0
4a754fa9-d487-42d8-b6fc-41dce34f405c,53,2,83,0
c6006742-0f39-4317-ae59-67a8055f86fd,38,1,,0
aceda641-0023-40fd-b56d-b7c984172083,69,0,135,0
d815b6ed-17ec-49da-8acb-210881c25dfc,53,3,105,1
e0d4b5e6-657d-4fcb-a32e-ebc8b2537e12,53,,77,0
7e7d901d-9f49-4398-a3b5-093deddc907c,44,0,81,0
323f781e-8c79-4397-b46d-9753feda9d16,44,2,109,0
a9b207bc-12ea-4d72-9ee3-d84fb362c113,62,2,71,0
418d844c-8dc0-4d20-ac45-bf2447f1de7e,58,15,554.7567748,0
26acacbd-0832-4f0f-a84f-d4ae47324993,47,23,1067.022568,0
1f2fa2e7-a1cb-4d31-9a5e-a80cf1dc50c5,61,1,88,0
0212e090-10d6-4784-b0d1-a7b0f22b303c,53,3,59,0
de5a344b-bde7-45a3-9142-753b204f9a2b,44,3,,0
43c90b8b-4830-4fd8-ad33-1765910e5cc6,56,3,82,0
d64d5061-50a4-4ae7-99b7-d2050dd0e7e7,39,2,47,0
d8cf9eeb-15c9-427b-af66-ff57bc9dc9d5,60,1,51,0
47fed296-9ca1-4fc6-92fc-c5cef01be9a9,40,3,89,0
1502be69-af76-4b87-a3a4-d64a47c43984,52,2,98,0
3c28d6e7-f9f4-49e6-8129-f259f9594c28,60,2,56,1
c37d1616-b8e6-448f-8630-7682ebcf1bd1,62,2,83,0
9335cb87-381c-40bf-b3e2-a1dba7d44010,46,2,,1
ae9e0c1d-651f-4c54-ae06-0b815fe98420,56,1,70,1
4d1054e6-8050-48da-adef-2eae1329563a,50,1,117,0
867a9bad-4456-4fbd-afdd-6f24022ebcfd,49,3,35,0
d274ff21-a11f-4607-a7e0-c6be50f30012,51,2,114,0
7c5efd0d-a562-453f-8d9b-2a82165689a8,51,0,18,0
691ad115-11f0-41ac-aeee-9b7ec9c49da9,52,2,61,1
8424ac51-823b-421c-a5c3-5acaac68f3af,38,0,74,0
d997d8db-92b8-4236-85fc-f17a3306155f,49,2,,1
7370faaa-c75b-4e43-abb7-b87636585c79,56,1,58,0
4a835a0b-253f-45ff-9be0-2f50aa081e53,56,0,99,0
fb7d9027-af72-4069-a6c1-9294aa53251e,69,0,38,0
30aec203-99e5-4435-b31d-faa811714a83,52,1,102,1
e0ff929c-f0a9-45ab-b0a6-15399cd6d057,65,,125,0
c75e5e9c-2056-4330-bfd2-d584e4077dec,34,1,98,0
87903ca3-f973-43ff-925c-c3429be762e8,60,1,56,0
ea5bdf6b-8130-4fc8-a791-01a24ff3f619,56,3,65,0
316e7779-5541-47d8-b6c5-66d593d30bac,67,1,108,0
24731c76-4b8c-4eca-af7b-236b540ef9ad,44,,95,0
3a49ad96-e4f8-422a-9d56-1a0aedc057d6,63,1,16,1
f6efe621-ba7f-4f73-9810-af1a3283961c,38,2,38,0
f41b29a6-be3f-499f-80f7-767f687d7e5b,69,5,19,0
25874edf-f71d-45b7-adb2-f73bb79b3928,69,1,34,0
52b04c03-1032-4907-848a-579b332227a8,45,1,73,0
236ccfdb-6704-4a99-ba9c-c6f85a7dc6b4,60,0,,0
a8cf8642-f271-4acb-9a58-5ca57053c08f,48,1,73,0
55cf0037-fdf7-460c-9aa5-5817efb83ba6,34,2,69,1
25bfbb7b-f278-4902-af65-35a299e21c77,49,3,27,0
1c2c0b91-c16f-44f5-a10a-1d6dc2ba17f6,41,0,40,0
f0590834-c75a-464a-a4dd-cae8bd221d32,67,0,91,0
f944244c-bada-425c-8191-aaf99fde9104,66,,49,0
166b815c-81d0-42dd-9280-5e87a960f2be,48,3,81,0
b5ce49c5-365f-490c-a389-146d728bbf50,37,2,53,0
100211b0-3c55-49b7-a012-a60033f0417d,39,0,67,0
b594c8aa-2a6d-44b6-a60d-7c3aad44eb1a,68,0,74,0
3f5c1c33-a56c-4d01-aa13-abec6c0e14ec,58,,43,0
e236d88c-d644-4a56-bb20-30bca08a7397,47,1,18,1
50dfbf90-36dc-40c9-b657-a23ad1561dab,59,1,46,0
f9ef0e0f-f38f-4b0f-8fec-18d5a1e92a40,69,0,56,1
95a54b08-c2d5-4d44-bb0a-a9470e35a202,39,2,54,0
4c982386-3409-42b1-8e93-0274576cf5a8,50,3,79,1
9fcb17e7-b51c-4bc7-b9f2-812cdb02b49d,60,1,90,0
08d260a7-94b5-4246-bbcb-2c2dbd418019,41,28,1578.543707,0
00fae10e-6147-4e55-a9bc-c649667ee98e,62,1,59,1
438ef6c0-6637-48be-9778-48f03c5f2148,68,3,69,1
33dd3049-ad42-4e77-915a-417faed48b9c,62,1,112,1
3e0f6a08-c298-4863-9f1f-be7dfe12b1b1,43,1,44,0
75b4d6cf-064c-472a-831c-f73dee36c263,64,1,84,1
a3946347-5221-4150-b7db-7a53a82d9d22,39,2,51,0
d3c003e2-c734-4012-b44e-1de9176edb6e,44,0,28,0
95237f06-ff32-449e-a476-b3ef5649e14c,54,0,76,0
197ca88d-e709-4b1b-beb2-9f41feaeaf24,41,1,38,0
ffb0479a-7ac6-47a4-9be7-7d7ec8d8086b,47,3,44,0
612d400f-de07-4ee8-951e-8bc9831c1bb2,62,3,30,0
7278e2bf-3444-45b6-8174-26bcded9e322,44,,101,0
3deb72cc-0eb8-46ea-ae72-9c8d2dda7804,66,0,43,0
c5fb6cff-ae3d-40af-a6a9-1964a84cc25b,52,0,,1
e1054082-dc5c-463b-8b04-f7ed808da94c,37,,56,0
b46ed755-6893-40bb-a0cd-f91343e8ecbf,50,1,119,0
1bf9f1e9-4064-4861-98c3-034ea92cd538,60,1,147,0
5c79eb9d-ce61-4c0e-a5ac-97fc879451eb,37,2,50,1
e0a4e26b-dd87-4f58-855c-72d0fe518a4e,47,4,99,0
1c04f629-1791-4abe-aa66-10439a25213c,56,1,91,0
d111b17d-80b4-42ee-9121-8e878da295c9,41,2,33,1
49c92ac6-8092-4287-bf6c-7925b3522d1d,69,1,79,0
7254bb42-64dd-4361-92a0-160ea07f03d0,69,2,51,0
f715362b-3c60-4591-95fa-4c35587877f7,60,0,59,0
89335e77-bd95-4a36-ac8b-562e8e5cabcd,51,1,33,1
51478e2c-165e-4037-b51a-06755266179b,36,1,136,0
f54910cf-433a-481e-ac99-8a5f7f83b946,34,1,52,0
1222e060-01cf-447a-b6ec-70607d01a528,50,3,49,0
1d2a5c75-4ca6-430f-85f4-d9be6481d771,60,4,73,0
20bfff79-ed50-4ee6-85c4-52eb755127e7,68,0,93,1
5e740eee-1c38-4547-8c70-ad9a8e29f448,60,1,71,0
ad30820d-a90b-4a56-8557-5a3fdc067383,41,1,32,1
53dd8717-b9c8-4073-b7e5-2b81630ffbc6,68,3,45,0
0732617b-5250-4840-a409-104c57d3bfdd,41,0,66,1
2a0bf1c1-4d0d-40a8-a214-ea404080ea85,62,0,98,0
f6b51b2b-70a5-4e11-9737-8ee8a5cd7eee,50,1,87,0
3eccbb95-87f0-470c-9626-618c3b788434,58,3,77,0
c947a8f5-9aaa-4a7e-8c64-37985311c420,54,2,49,0
2a49ea36-7b71-44e5-8dbc-a338d38d7983,59,2,73,0
eb217693-75c0-4d48-aa30-1fabe85d78b8,65,,32,0
e07d6b8e-0329-4b58-9e51-9be2a4250698,41,0,67,0
b9a2462e-56ac-48ab-9b82-9d3a39396844,69,3,68,1
dc3536de-d3a8-412f-a355-48e501230275,58,2,71,0
9a0a6fc5-800d-4350-899e-9e48fd33b39f,51,,41,0
b0121ffc-0b43-4919-8eca-41195658e38c,34,2,120,0
bf97ef35-d098-46be-9d96-4347b58d7976,64,1,96,1
723e18f7-d5d8-4d83-93ae-d93bd45f3551,42,,64,0
6a3eee8b-c07d-4502-8c74-7ffe2e260725,53,1,66,1
f32dbc01-fc39-4732-94cc-565159491b0b,64,0,52,0
64027ed6-f33b-4b57-a368-5b118aacc6b3,52,1,61,0
1a6b98f5-003d-4ca0-9695-d2ac7ebed5c5,55,2,90,0
3ab47ec3-d45f-40e0-8a72-91fab82faf38,49,2,,0
ea3e3683-3ed5-4e76-aa47-ff08bb2e2734,60,0,155,0
59a8002e-0256-4e16-b475-a6c257051ea5,62,2,124,0
7df0defd-8309-4e8a-9931-99cd96b977cc,39,1,157,0
acf74669-7782-4e22-9e5a-2606741ac8fb,45,3,34,1
f7a619b6-276b-438a-a880-1b2cb4f5230b,43,,34,0
c5e34d22-99f5-40ca-821d-9f1fb6f7d037,47,,83,0
e58c9138-80e6-42fe-b556-52ec699e5fd0,51,1,60,0
7bcaa2c7-1861-453e-a3df-63b842429365,67,2,124,0
5371c861-e80b-4024-b697-f11bac3e9028,58,3,66,0
2072ca40-68dc-43c4-9786-320a293f14da,43,2,86,0
2f03e80f-e881-4708-829e-a34136280573,51,0,38,1
0701ac20-5a05-49c7-8f3c-9b295e8568e0,57,0,66,0
8c85ded6-9219-4f16-a6e8-e805b03b851c,36,1,70,0
f1504335-cfa7-4554-98ad-b22780853608,68,1,,0
d2fb34d4-009f-44a2-8e1b-4fdb38393ad0,63,2,108,0
aa055042-b3c1-49dc-b39c-59570bb5ca90,36,0,46,0
a9dd35db-e056-41b0-8d27-414de0d8adeb,66,0,136,0
19a76b35-dc52-4517-9cd9-436368369549,36,1,73,0
bbd6551a-9b42-49dc-896a-9d2942c94a4a,40,0,26,0
6cfc970a-e848-4d52-8f2d-bae820d2f588,37,0,74,0
c2d4b8b2-b77f-4890-baa9-225be9cd82ed,42,3,65,0
60d77d26-4252-4e53-8038-cf24447fc687,40,1,69,1
d53e9b58-32ae-4bb3-a805-c5ffcccff6d6,52,1,189,0
7b66a5a6-f5da-4438-82cc-d88a8ca79ebc,52,0,66,0
89d18ef0-60e4-4954-856e-001496718079,64,2,90,0
f58c6ca4-c147-412f-9233-23f3464dcc7a,55,0,72,0
5f01da60-fdac-4b89-81b4-874eea4eebf1,60,,,0
fa122a80-6e5e-4f6c-9f12-2bd51bc1eecc,57,1,85,0
00e7914d-dfc1-4520-8d75-f30aa05eb29f,49,0,,0
3c5b30fa-c133-4d84-98dc-57d3c6413219,62,2,52,0
3c3951d2-6c98-4c33-ab59-7b6163776ba7,68,3,72,0
3ea29e33-588e-47a4-8b13-3f379862ec10,47,3,58,0
81d0b876-84c1-4882-8a94-e160571c5e52,66,1,,0
fafb3b26-ec12-46ec-bff1-589d273addf9,39,2,121,0
fc1d29e4-8a18-4312-b312-ddfd8fef6318,68,2,49,0
d8a53730-cab3-483f-b43d-305beacb15fd,61,1,94,1
7cc82c1c-1b1e-4823-87ae-283d1d8d8b17,41,3,53,0
a1224d4c-92a9-438c-b1c3-b9c8ff40cf4e,58,1,57,0
21d26d74-26cd-4d0a-bfc4-dbadee26a9cd,51,1,95,0
5de6475b-5614-4a3b-9b02-101ef4db1eea,63,0,37,0
2548167a-9c7a-4247-9658-cec0c06992cf,38,1,88,0
dd419473-0dbd-4164-b22c-2fb8e5235d88,53,2,37,0
e9b0ed28-3030-4898-8834-f6fe785810e0,58,1,53,0
9f998f2c-1f32-48a2-8adf-b3d19d6b738f,66,1,47,0
b51898e2-6347-45bc-be87-acef5081c374,67,,52,1
3c8fe2d3-06d9-4a13-8961-0e50bfb2d3be,56,3,46,0
dda90372-7dab-4c4b-ae64-4f9666928c1e,56,1,40,0
6d591110-7b7e-4144-8172-15f1925ca331,42,1,37,0
af4c3063-8207-46d7-ae99-de2e5b527674,61,0,52,0
f5f94662-87f6-4c93-bcb8-8f3c9e6b56f7,40,0,76,0
e7a8a8c9-42a3-446d-99a5-67e4df7b9929,54,1,66,0
058ae918-01e4-48d9-aea2-e1549b7462f9,64,,,0
63a52f4a-c13b-4dc2-8bff-18436529885e,63,3,,0
fcc56478-19a2-4b4e-bb58-091bde451dae,44,1,28,0
e3c3915f-135e-40a1-afa7-2a345d66bd0b,64,4,57,0
f7daa22d-2cfd-430d-ae99-7f938a0388ee,45,2,79,0
e4ce2b46-05a1-4c32-a7c4-2a97cf91a1cc,47,2,56,0
67519557-a6a0-4f96-8718-83cc28ef260d,58,4,138,1
f86817db-90bb-4848-8471-bd928b3c8ac4,58,0,69,0
