CustomerID,Gender,Age,Location,HasPartner,HasDependents
d7a9abd5-b957-4486-9230-f784293e2bd7,Male,37.0,Rural,No,Yes
89c8d4a8-ec59-44f3-8c9e-6be7b8e24b2a,male,30.0,,No,Yes
c6683481-6272-402d-af70-9b41cf3cad41,Male,47.0,Urban,No,Yes
df45fe1b-35c2-4818-84c8-039568c9df82,Male,34.0,Urban,No,No
692c6964-cec7-417f-afab-ee076a44b013,,80.0,Suburban,No,No
17761771-4b32-421e-b18b-69479d0f40c1,Female,43.0,Rural,No,Yes
ebf36c17-7c29-4cc4-adcf-05d6b92a7f27,Female,48.0,Urban,Yes,No
20bfff79-ed50-4ee6-85c4-52eb755127e7,Male,37.0,Rural,TRUE,No
d083c1ee-6c7a-4010-adc1-633599752b19,female,42.0,Suburban,No,No
a29b3ef6-9044-491c-bdfb-581abaf7b13e,Male,22.0,Suburban,nan,No
9bbb4bae-bd30-4dbe-8eb7-7a6c1a47c60b,Female,20.0,Urban,Yes,Yes
a8d3258a-2fc3-41f6-8a47-9797d3509ba5,Female,56.0,urban,No,Yes
abfada87-8dd6-437e-8aac-0624d36e271b,Male,27.0,Urban,No,No
fbf5b8d3-fe30-4e1d-9e80-7ed355487f06,Female,70.0,Urban,Yes,No
78eb6ce4-5bfe-4599-9d49-84b1d24b6527,Male,82.0,Rural,No,No
5acd63ba-9e2f-45dd-909a-0a03802539b7,Male,72.0,Rural,No,Yes
6a3225d0-c4ba-466e-b393-acd50386b438,Female,37.0,,No,No
68f63958-619a-4841-be57-0bd0a477e941,Male,83.0,Rural,No,No
52b47515-ffcc-417d-ba8a-91e4cea743f4,Male,75.0,Rural,No,Yes
a7e0a213-2470-4f57-878b-d2dff33d96ed,Male,32.0,Suburban,No,No
ba51a619-0233-463f-8a6f-c4107d87fd87,Female,48.0,Urban,No,No
b7fa1138-efa7-4b1e-a766-e1a43caa02b5,Female,63.0,Urban,Yes,No
e0e9a32c-29ad-44d5-a2ab-f00905b0fdd3,Female,81.0,Suburban,Yes,No
54375326-c98a-4a99-9fc2-3b5a896fadf8,Male,22.0,Suburban,Yes,Yes
b5e5dd77-96a2-49ce-a40c-decceacd15ab,Male,63.0,Suburban,no,Yes
aa8587e0-c593-4073-9fb1-9a14a29525b6,Female,49.0,Rural,Yes,No
3b4babba-3fb7-4fac-8438-d83592db5a57,Prefer not to say,66.0,Urban,No,No
1f63afb8-9155-4ded-878e-ee6501538ce6,Female,42.0,Suburban,No,No
2111a265-1db1-47fd-993d-c0032d30011b,Male,48.0,,Yes,Yes
19f52f7e-19bf-4468-81c2-01ee3d7dfc8d,Male,54.0,,No,No
0ce2ea72-dc1f-4c67-9b20-ae8f73fd612f,,60.0,Urban,No,No
f63c54f9-4d37-46d5-9bee-2fc29f45c174,Male,64.0,Urban,No,No
b39f5115-7b38-43de-a5a5-148a36e33b88,Male,18.0,,Yes,No
fbc0ebb3-ffae-443e-a165-31de6911c1e0,Female,42.0,Rural,No,Yes
26d1b94b-fcff-4985-8334-531280f14456,Male,40.0,Suburban,No,No
f9d45751-b071-499b-b95e-1ced94991f23,,28.0,Urban,nan,No
2110857d-ac57-4083-9946-8cddfd9cb9e9,Female,20.0,Urban,No,No
bb043197-052f-4b06-ad98-ca7e9ac8e93b,Female,52.0,Urban,No,nan
c548a4ed-bd11-451a-bc89-4c4960562537,Female,47.0,Urban,No,No
e954a465-4545-499e-a597-d48af9a9cc5a,Female,69.0,Rural,No,No
cff52af1-134f-4df0-8ea6-bcf574de945d,Non-Binary,47.0,Urban,No,Yes
9fe6fdd6-e188-4098-b751-b71bb821e184,Male,57.0,Urban,Yes,No
ea3504c2-ea50-429a-9e27-9482d9297e1e,Male,79.0,Suburban,Yes,No
f50d8533-66af-49e4-9081-02343da6f5d3,Female,66.0,Suburban,No,Yes
3b2ca88f-7672-4af1-b78b-519ad7b94647,Female,,Urban,No,FALSE
389b5127-99a0-436c-9b25-36db679708e6,Female,54.0,Urban,No,nan
2dfcdc8b-aa37-4435-bb73-675d33b182f6,Male,72.0,Urban,Yes,No
d8b8ff62-f2b2-43cc-99e2-22db167267b8,Female,25.0,Urban,No,No
ec9f18a4-4930-4ccd-b1f7-580b842486c3,Female,76.0,Urban,Yes,Yes
480b94d4-1461-4aca-9388-fee8cf8c1e13,,74.0,Suburban,Yes,No
67ff0541-918f-4b31-b610-0d9c994a1a01,Female,43.0,Urban,Yes,No
021603bc-509a-40b8-b042-8067403a7d7b,Non-Binary,75.0,Urban,Yes,Yes
a319ebf7-b9c1-48bc-a18d-6e1bf1ae3a8f,Male,83.0,Rural,No,No
ee7a0e4c-a86f-4246-bef6-ce3cce04bf56,Male,83.0,Urban,Yes,No
33dd3049-ad42-4e77-915a-417faed48b9c,Female,36.0,Urban,nan,No
72f24537-10ab-4525-8585-a6368c3ce399,male,18.0,Urban,Yes,Yes
50db5bba-57ac-4640-8326-710c27a03fa1,Male,39.0,Suburban,No,No
9e66cc2e-c137-465c-9c79-8de05d15d81f,Female,41.0,Rural,No,No
4e62bf6f-0c59-492c-9eca-92a18db1e3c6,Female,29.0,Suburban,No,No
58f8913a-3ceb-4097-97ba-29e9e78daae2,Male,44.0,Urban,Yes,No
70233c03-20d7-4fad-9a2d-fafaa5aca74b,Female,21.0,Suburban,No,Yes
1434f9bb-e7b1-42f5-88c6-27fa76e7c5a8,Prefer not to say,71.0,Rural,No,No
f58c6ca4-c147-412f-9233-23f3464dcc7a,Female,75.0,Rural,Yes,No
97bc5eeb-401e-4617-bb30-d1d685658d0d,Prefer not to say,25.0,Urban,No,nan
7156fd83-7669-4c99-9527-91c5b8ad50b2,Female,75.0,Urban,No,No
9c74a73c-798d-4be4-83db-efe32f0ca924,Female,56.0,Suburban,Yes,Yes
c2094829-dfd2-4237-b4fb-4bce4b7fbd03,Male,73.0,Urban,Yes,Yes
48f47c96-442b-4924-9b98-a17c1e6562cf,,55.0,Urban,Yes,yes
f681887a-8208-4e1e-b954-1a92d6a9ad77,Female,73.0,Urban,No,Yes
fce4181b-cf9c-4403-b5ab-b6f4e0ecab4e,Male,74.0,Suburban,Yes,No
c2beb897-aabf-4c09-a276-9c586c8a82d3,Male,22.0,Urban,No,No
77257684-ebcc-4e67-a1c7-f2539cc02ae2,Female,999.0,Suburban,yes,No
e0e80236-1986-4539-a740-11173adb9d5e,Male,45.0,Suburban,No,No
82a1b8ba-0537-4c70-9f5f-174755bb6b5c,Female,56.0,Urban,Yes,No
7fe85ca8-d830-4462-a74f-70a3f7cdb25c,Female,74.0,,Yes,Yes
2f20f1e5-4fe7-43cd-9dbe-62d35031bdd3,Female,25.0,Suburban,Yes,No
7f446c03-3938-4cd6-b06a-d1a19f64a6bd,Female,62.0,Urban,No,No
dc23bb69-7d0c-42ce-b993-511949a18192,,,Urban,Yes,No
3e753008-5ffa-4f07-afab-7243330d3bd7,Male,67.0,Suburban,No,Yes
a18017b8-5b6d-4f9c-a0a2-e1106cf6031e,Female,58.0,Suburban,No,No
9bef7818-8906-444e-a6bf-a8c28ad5be9e,Female,56.0,Suburban,No,No
229e5a60-f63c-4212-8612-49d988b98bcf,Male,65.0,Urban,No,nan
36a098da-2fa5-47c0-b967-9b3dc9e3e5ba,Male,70.0,Suburban,nan,No
5d9c07c3-3ccf-4912-b091-59e776ce0c11,Female,44.0,Rural,Yes,Yes
808fd37d-95ca-4abe-ab7a-22c9f2177f87,Female,61.0,Urban,Yes,No
07eedd30-3876-477f-b572-253061bd1f47,Male,19.0,Urban,No,Yes
6c2e2eae-8783-4eda-ba2f-19bb31c0afda,Female,,Urban,No,No
4fc0d4c7-196d-4d00-a826-a426d638eb42,,18.0,Rural,No,No
8a6541ea-f4fa-490b-a4a5-e0776bce72a0,Male,58.0,Urban,No,Yes
21e46688-4bf4-4de5-a750-ac18f8eb8f4d,Female,70.0,Suburban,No,Yes
e30ebb72-24c7-4d56-8134-1aed4e9e8b29,,18.0,Suburban,No,No
57c9cd0e-8809-4ad7-9f05-1382bf24aec5,Female,35.0,,No,No
3adb71d0-b274-450b-ad8b-756bd86d0e9b,Female,55.0,,Yes,Yes
cef58cce-6d78-44fb-a7ee-583729f966c0,Male,82.0,Urban,No,No
e79deaaa-78b8-4e4b-9db5-94f9db347230,Female,43.0,Urban,Yes,Yes
ada236aa-2d79-4bad-a4de-cf0d42324da4,Male,19.0,Urban,No,nan
ecc232b6-3c60-48c9-b38b-e6fb59e99cc2,Female,69.0,Urban,No,No
b14d7670-9f1b-4edb-ad0c-70fab4e2a8f8,Female,21.0,Urban,Yes,No
08efdf27-0c4e-44b0-a2d0-08b921c22ca2,Male,78.0,Suburban,Yes,No
7c1b54d0-1b71-4ba9-8457-a6d14e7e372d,Female,58.0,Rural,Yes,No
83fce887-22d8-472f-a6c3-c4d23936c0ae,Female,77.0,Rural,No,No
c2d56766-2a4e-4f6b-9ba8-a587bafdcc82,F,37.0,Suburban,No,No
90a95f86-61e8-4752-8cde-b4ac4c50900e,Female,84.0,Suburban,Yes,No
2cf2a8d8-e1b2-4893-ad38-e0a693515b94,Female,66.0,Rural,Yes,No
ae21f8ac-ff30-4f3b-a934-628b3b3ecc4b,Male,32.0,Suburban,No,No
0eaa0cd6-c95b-44c4-a56f-69dd220dfd5f,Male,75.0,Suburban,No,N
9e5920d6-8aed-47cd-81b5-f5f0b7305499,Female,48.0,Suburban,Yes,No
d27357c9-a7c7-4a53-8c07-53a41a6a7431,Female,27.0,Urban,No,No
c9a8aaf6-2e5f-4b98-8f69-4ea2dafffdbe,Male,51.0,Urban,No,No
05053b93-0ae0-499f-a0e5-56926ec0a22d,Male,52.0,Urban,No,Yes
ebdc02b1-9ed3-464a-9b9a-9ae835409501,,66.0,Urban,Yes,No
3cfaf53f-bc5e-4f8d-b28d-11084773ac58,Male,76.0,Suburban,Yes,No
6d92f28d-b55a-4607-9665-df4b0b695208,Female,33.0,Rural,No,No
f9168401-3905-43ed-a14a-8084d1944515,Female,59.0,Suburban,Yes,nan
09e00fe9-e4b2-47ed-8c24-6e2f064dfd9d,Female,71.0,Rural,No,No
eb83fae7-4c1d-4173-a09c-b11278e0b630,Female,43.0,Suburban,No,No
319050e3-6eda-4621-a4dd-760601c091a6,Male,35.0,Suburban,Yes,nan
7ffd16b8-24fd-4abc-b66b-088c9cd077e2,Male,35.0,Urban,Yes,No
98ac375d-a8d3-4397-ae41-968badf5b753,Non-Binary,70.0,Urban,Yes,No
b810299d-e5b3-489e-bb59-a4c4941e9706,Female,78.0,Suburban,Yes,No
f4d99207-0007-45d1-ac8e-6fb80bb4f124,Female,65.0,Suburban,Yes,Yes
89f2eff3-513b-4957-8a37-fcfbf55facef,Female,69.0,Rural,No,Yes
030a5b8f-9e94-41ad-b2d9-7bd0c0ceb1c3,Male,56.0,Urban,No,No
e9e2ba02-3a55-4f90-b67b-f30efd2a33c4,Male,18.0,Urban,No,No
cefb1ccb-b8aa-44de-8c96-5965b02d0a83,Male,24.0,Suburban,Yes,Yes
52dcdfc1-3ec7-4a71-b3a3-2ebe6b9aa8b2,Male,52.0,Rural,No,No
3913eff8-fff8-403a-8c39-ae67b588ec12,Male,36.0,Rural,No,Yes
d7b3fac3-28b6-484c-942a-4adf485da40d,Female,72.0,Urban,No,No
10669b2f-e331-45c2-b610-ff3ed7b82a21,Male,24.0,Suburban,No,No
b3f5197d-793f-4978-bade-2937ece00603,Male,18.0,Suburban,Yes,Yes
174bb1e5-b284-4dd1-ac41-56561ecc4fed,Male,,Suburban,Yes,No
ef9ffb96-8abf-438a-b9e3-f227d28432c9,Female,53.0,Suburban,No,nan
95681b43-2578-4bdb-97db-ea578a930fc3,Male,52.0,Urban,Yes,No
a5b5e6af-f63c-43e8-bb67-38f0e34425ea,Male,,Suburban,Yes,No
4b598659-7bb8-4460-bcae-c355488e650d,Non-Binary,51.0,Urban,No,No
0732617b-5250-4840-a409-104c57d3bfdd,Male,38.0,Urban,No,No
4a835a0b-253f-45ff-9be0-2f50aa081e53,Female,66.0,Suburban,No,Yes
102a6ca6-4da1-49a9-b7db-dae4cf5368de,Male,38.0,Urban,Yes,Yes
22283087-30ba-4f40-a0c3-44496576264f,Female,81.0,Urban,No,No
741824fa-75fb-48b2-a267-46e366dab41d,Male,49.0,Suburban,No,Yes
0dd8e759-28fa-44b9-9e9d-350e25b2eabe,Female,48.0,Rural,No,No
68385721-495e-47f5-a205-a94416c52956,Male,76.0,,No,No
0b665c38-9409-4596-a344-471555849cca,Female,18.0,Suburban,No,No
52f5db29-33c0-4193-961e-aefb2af46731,Non-Binary,49.0,Suburban,No,No
38df4ecd-16ef-4717-b27f-24235811876f,Male,20.0,Rural,nan,Yes
474f5c5f-27a6-44d9-a99a-a7f9178dc764,Female,19.0,Suburban,Yes,No
68a1730b-9086-4bc4-8676-fb048c59188c,Female,28.0,Urban,Yes,nan
7ca177ac-a249-4bd4-92fa-f1116093e2d6,male,20.0,Urban,No,No
73c8d530-1341-49f4-b93e-78dce96562ea,Female,45.0,Urban,No,No
f6651449-14a2-46cd-a495-b8170217e144,Female,77.0,Urban,Yes,No
8fce7e48-2fbe-4d52-b260-f4a6a2f257e5,,120.0,Urban,No,Yes
8ae3acdb-a5f3-43b5-9460-df695e21dbbf,Male,70.0,Urban,No,Yes
2790c88d-097a-4385-93e5-0a594c64f741,Female,83.0,Urban,No,No
a2934b4e-6598-45e4-b407-da751712aa6e,Non-Binary,81.0,Urban,No,Yes
57a58d91-fa09-4ce0-9b97-f0d2d995d78f,Female,64.0,Urban,No,no
1bb4de3d-b7f0-4865-a737-483249629c1e,M,83.0,Suburban,No,No
b81db9cd-d29e-4fef-b966-399ddd9141e5,Male,,Rural,No,No
284542d0-d051-4f20-b52e-6eae4d4f9b6d,Male,73.0,Urban,No,Yes
98d2c8c4-d7cf-47b7-988f-860d9e6a8631,Male,58.0,Urban,No,No
60706e82-9578-46b7-95b0-a249717f927e,Female,53.0,Suburban,Yes,No
95bcccf7-396b-4d64-8702-104adfc2be76,Female,79.0,Suburban,nan,No
128ffab4-2f63-45b1-83cb-4393db784aeb,Female,65.0,Suburban,No,No
0c7e6100-c078-4188-89bd-b187cbeee0df,Non-Binary,55.0,urban,Yes,No
b8dba51a-4787-4612-a536-0dd06a1bcff9,,23.0,City Center,Yes,Yes
22956d12-4eac-4ac4-b296-ab255691e252,Male,69.0,Suburban,Yes,No
fc37d38e-7844-4eef-afd4-edb831399146,Male,65.0,Urban,Yes,No
9ccd5f0b-cb51-4eb0-a0a9-52f7e16fe941,Male,32.0,Rural,Yes,No
5b9ac751-6247-49f4-9996-f2e22bede965,Female,35.0,Suburban,Yes,No
0af7ec11-ec5f-4d9d-8d6d-f9e8dd624955,Male,,Urban,No,No
b10efcbe-e784-4850-9aad-de92cabfec5f,Male,25.0,Rural,No,nan
48bda24e-f9d5-47cd-8607-08aa21a249de,Male,42.0,,Yes,No
bcbaf8f5-255e-4e48-92a6-accb5adb59a7,Female,24.0,Urban,No,No
99b66a46-5492-40ba-bbf7-5929e655b0b6,Male,22.0,Suburban,Yes,Yes
fdaa17dc-2157-45e8-a356-bfe800f56602,Male,22.0,Urban,No,No
7802c0de-8885-4939-8107-2bc4ecf21385,Male,46.0,Rural,Yes,No
b9db934b-4e3f-4af4-88b6-1acb0ac67ec4,Female,,Rural,nan,No
dfde8d9f-cae1-49bd-80ca-b853faa37eb7,,83.0,Urban,No,No
fecda41f-1b7a-4da6-855c-aaf9a37ca169,Female,35.0,Rural,No,No
3a2fc1da-0ac7-4c84-8499-eee5eda64647,Male,77.0,Rural,No,No
6a2e5b0a-1254-4964-b8dd-8a7468e4d9a3,Female,53.0,Urban,nan,No
466d1971-ec5d-49ec-b613-9e6fe9a4fcfa,Male,50.0,Urban,No,Yes
a7212890-1a52-42ca-bd16-cf66ade46f7c,Male,40.0,Rural,Yes,No
f9810fef-a844-4df9-87b0-0482bb7ffba0,Female,29.0,Urban,Yes,Yes
20c4a6d6-bc17-4c1d-8e2f-28c43cdcd5fc,Male,65.0,Urban,No,Yes
60d77d26-4252-4e53-8038-cf24447fc687,Male,84.0,,No,No
70c9aff0-5bf7-4204-9c18-876ac781aabf,Female,,Rural,No,No
ca714831-712d-40cd-8015-6e2039b445f4,Male,28.0,Rural,Yes,No
e607cfa9-92c3-4b7d-a482-80cb15025e3f,Male,27.0,Rural,No,Yes
6b277bfd-2af0-47cd-b634-0e0c1d29f2dc,Female,65.0,Suburban,No,No
6647d64a-9eb6-489d-87b9-ae54874b4569,Male,24.0,Urban,No,No
a4bedf39-c107-4f0e-a2e7-3277652974b1,Female,65.0,Urban,Yes,No
a01723ce-4c0a-4c81-8ee6-63df74cc1b26,Male,49.0,City Center,No,nan
c83232d0-6872-4322-b7a2-743b6e7a8b84,Female,54.0,Rural,Yes,No
bebecc31-f6dd-4d43-a022-67a8580d91f4,Female,57.0,Rural,Yes,Yes
449dc70e-da30-41b1-89b8-28d09ae6f54b,Male,50.0,Rural,No,No
7470414f-7622-4335-9906-db19c48e8f64,,55.0,Suburban,No,nan
032476a8-2844-4734-b6f2-3b77967762d0,Female,34.0,Suburban,Yes,No
3507f209-81e0-4def-8de3-1e2ed7fcad5c,Female,999.0,Rural,No,No
6f7aef9e-2d6b-4f75-8f7b-e4fe0b377e84,Male,19.0,urban,Yes,Yes
67599c56-81ea-4e0d-bfab-aa7a16ae1f20,Male,61.0,Urban,nan,No
c6b7fb92-a3f3-4692-989a-f6b060794cac,Female,65.0,Rural,No,Yes
8c4910b0-68b0-4cd5-8781-19d4a5ff3fba,Female,82.0,Suburban,Yes,No
50514344-71e4-4943-8ee0-45d25fc14818,,27.0,Suburban,No,Yes
76a50fe6-066d-4c9e-8834-80e627fbf94a,,50.0,Suburban,No,No
ee280bab-47a0-4d14-819c-acb21e9d9af6,Male,37.0,Rural,No,No
5fcda940-6214-4902-8353-3b022ddedcb6,Male,58.0,Urban,Yes,No
7376fe95-2a1f-47cd-b8a4-c7af16a52deb,Male,60.0,Urban,No,nan
3ca8fdd8-6aca-46d8-87bd-2eabdcbb4010,Female,82.0,Urban,No,No
44c42e93-9cea-44db-8b50-d3cb007ce061,,29.0,Rural,Yes,Yes
2e93aef5-b66c-4eba-af4d-37344060ddec,Male,63.0,Rural,No,No
ca24d7ea-5e2e-4150-8c34-032044a3dd92,Male,41.0,,No,No
ca68208b-8e41-41a6-986a-ae40dd640def,Female,74.0,Suburban,No,No
71ae5fa1-7e25-404f-a35d-e21f32c99f27,Female,19.0,Urban,Yes,No
1b5e4255-55a9-437f-8fc0-81870e4998f6,Male,84.0,Urban,No,Yes
ef48d5a5-9884-43c8-a04f-79462b6e7168,Male,999.0,Urban,Yes,No
d89de9e5-ad9b-4a47-89fc-308a35b9dc95,Non-Binary,71.0,Rural,Yes,Yes
4c3815f4-b0c7-48e2-bddf-fbad89f8f9ca,Female,72.0,Suburban,No,No
cf0b7399-3457-418c-a477-1465a14243ed,Female,79.0,Suburban,No,No
c589ddd7-2f19-421b-9b8e-f39f7e6e1601,Female,69.0,Suburban,No,No
ccc9c0e0-e0ce-4e69-867f-6cb6d6ae1a4d,Male,51.0,Urban,Yes,Yes
3268b7a5-f2a5-4877-86d9-8a66d57ad63e,Male,39.0,Urban,No,No
ea86663a-0cef-42ed-8ff7-07f4944ebefc,Female,49.0,Urban,No,No
adde429f-1009-4c90-ba61-9487ec18229d,Female,21.0,,Yes,No
00fa1d72-9cd8-4ad3-b2c2-7755ff41472b,Male,31.0,Rural,No,No
441e749e-10ab-4fdb-9e26-b47df2ff4dbf,Male,48.0,Suburban,Yes,Yes
9fcb17e7-b51c-4bc7-b9f2-812cdb02b49d,Male,62.0,Suburban,No,No
bd6c8fd5-197c-440d-ad70-9d148fc22980,Female,36.0,Suburban,nan,Yes
eca0bca9-6855-4860-b358-b124dcc775d9,Male,40.0,Suburban,Yes,Yes
24045c0b-82e3-430e-8bde-837bdaf9e481,Male,53.0,Urban,Yes,nan
bb716c96-e60a-430e-84ed-ce2f9cbefd9d,Male,37.0,Urban,Yes,FALSE
4a61aa57-2fe9-4493-92f8-e555675c0387,Female,83.0,Urban,Yes,No
ae56c8f9-2c53-4b3c-b9b5-af34405ed720,female,50.0,Suburban,No,No
51bbdcdc-05e5-4e92-b7b1-7aeeac654dd8,Female,40.0,Suburban,No,No
98742272-2a2b-437b-bcb2-730dbd71c3bc,Male,63.0,Rural,No,nan
91c75179-fabb-42ae-9146-4ad85c576411,Female,30.0,Rural,No,No
af753aac-0aea-477c-acc8-5c605dfb0ba2,Male,31.0,Rural,No,No
080a3c4f-208c-497b-9107-779fd7e99f9c,Male,74.0,Rural,No,No
b9a2462e-56ac-48ab-9b82-9d3a39396844,Male,74.0,Urban,nan,No
a2d49634-5bcc-4fc2-9d75-2a91b2148676,Female,38.0,Urban,Yes,No
58203468-f1bc-4219-842a-a9b5230d12ad,Female,39.0,Suburban,nan,No
1002c846-0b84-4dc4-92d6-7c6332d2c6b1,Male,65.0,Rural,N,No
86bb8ff2-d292-4eaa-8345-1363c3c03b00,Female,59.0,Urban,No,Yes
cd4970a8-f5c0-4c48-9146-35063edad235,Female,57.0,Urban,No,No
57b3d3d5-2fbb-4fd0-a03c-3a4de3cbcc70,,84.0,Urban,No,Yes
50e1ccdc-acee-4dcc-9554-0b75cfceb6fc,Female,37.0,Suburban,No,No
f32dbc01-fc39-4732-94cc-565159491b0b,Female,45.0,Urban,No,No
2665c711-3126-4dbb-b762-2fda709fefef,Male,30.0,,No,No
bf2803ca-1295-4c27-be50-cfb050235416,Male,68.0,Urban,No,No
7a578411-9702-4d88-b384-9e2dc9874f82,Male,51.0,Rural,No,No
825c3c75-9437-4251-90ba-52a67bbd36f4,Male,26.0,Urban,No,No
8fecd92d-4a6d-4d8b-bb82-cad5c4ab71af,Male,38.0,Urban,Yes,No
ba9e464e-6404-409a-b6af-ebfd13577473,Male,30.0,Urban,No,nan
