CustomerID,ContractType,SubscriptionPlan,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges
dbfcbade-7e46-4d4d-aba1-5fb4d75337e8,One Year,Basic Connect,Bank Transfer,True,53.20286063724207,179408510.0695346
f9060fa0-b4f5-4c08-9f43-0914a33c8ecb,Month-to-Month,Standard Connect,,True,106.61455497273599,251194139.6922905
d48c4a3d-ef33-4d47-8574-b29bde1e544d,Month-to-Month,Basic Connect,Credit Card,True,39.429431674437325,N/A
b448011d-3daf-4993-bedc-da1342685fec,Month-to-Month,Basic Connect,Mailed Check,True,20.0,51162659.62636461
0053b7fa-07f8-47eb-9e88-8fcc92fea849,Two Year,Basic Connect,Credit Card,True,58.07228018231305,122873945.42751503
f065f234-fc9d-4dfc-b495-9aa042b728e9,One Year,Basic Connect,Credit Card,True,64.13715064115934,131367123.23819658
99ae3eaa-5f17-4ef6-9020-01485aebc333,Month-to-Month,Basic Connect,Credit Card,True,44.05862776985923,84184469.40457775
bff22c97-ab1b-4ee3-9b9b-2ddeeee1d783,One Year,Standard Connect,Credit Card,True,366.0927309899175,187345164.4117144
1ccd6607-641d-43ef-8acf-12d9c196991b,One Year,Premium Connect,Credit Card,True,76.68960146883983,241547055.9614672
9b96cbdf-7db2-466e-9b05-61579bb84f77,Month-to-Month,Standard Connect,Bank Transfer,True,60.981600220635556,149105448.9045963
7cefb6da-80a0-4917-a38c-fa546f042b8e,Two Year,Basic Connect,Credit Card,True,,50467385.59045723
6d726b6d-50cd-4fac-b358-11d45ca0d9ef,One Year,Premium Connect,Bank Transfer,False,,180372981.06728297
7d922a6b-f14c-4fae-abb8-60fc0216a098,Month-to-Month,Standard Connect,,False,57.63160822828469,172356440.63737756
5433a27d-6ac0-4327-9734-7aa4961c769a,Month-to-Month,Standard Connect,,No,54.392797321433534,106787318.10331586
4325224d-59e4-4d74-a828-97719f4fc198,One Year,Basic Connect,Credit Card,True,36.15577694492332,62416723.047238365
75518583-a869-4784-a0c4-ddcab3cf0cbe,One Year,Standard Connect,Bank Transfer,True,100.03485359115761,302710950.58596194
72e7a8b4-a3d0-4aca-ba70-62f3db284755,Month-to-Month,Premium Connect,Credit Card,True,94.84089004518931,243092651.64422607
121ea4dd-8d0f-48e2-b1e7-03ec1e272979,Month-to-Month,Basic Connect,Bank Transfer,False,22.60750037562995,73977275.80410185
74008573-6254-4fdc-906f-9ec482d76bef,Month-to-Month,Basic Connect,Credit Card,False,29.509424149661637,69277919.3009297
b3dc3cee-7ad0-4cc5-94f7-082e15ae988f,Month-to-Month,Basic Connect,Credit Card,True,41.061890733062185,92392697.46871734
e402c824-c703-4434-9c45-3b996b7e7a1f,Month-to-Month,Standard Connect,Credit Card,FALSE,84.33296458902144,140580727.1586058
480b94d4-1461-4aca-9388-fee8cf8c1e13,Month-to-Month,Premium Connect,Credit Card,False,89.59713415784395,238812186.62771037
8b5e5753-cb9f-4dc9-ade9-5a567ba7807d,Month-to-Month,Standard Connect,Mailed Check,False,54.4779957206711,173891547.6821355
71c1a037-0c4b-4503-a6a9-08ecae62f538,One Year,Basic Connect,Bank Transfer,True,50.17634947847602,99462947.32541282
6778302b-9508-4214-a876-8e09f95b1d94,One Year,Standard Connect,Bank Transfer,True,,137333301.29001746
65470d8c-a212-4387-b2fd-f4863c12c8e0,Two Year,Basic Connect,Credit Card,True,28.447751662758403,38200550.55032098
ae8e060d-ff7e-4b26-b83e-24c4ffbc10f2,One Year,Basic Connect,Credit Card,False,,117495142.01458773
97a3f909-176a-4284-ab44-2a144c081ff5,Month-to-Month,Standard Connect,Credit Card,True,85.95769287081598,148499071.84335217
7c935065-f511-4617-aba7-7d2ae31c6f72,Month-to-Month,Standard Connect,Credit Card,False,46.66104677915732,
219d2b76-3f06-4b77-a1da-a2a71f7d1183,Two Year,Basic Connect,Bank Transfer,True,29.58346021190552,78267095.42864394
f593b819-2d9a-4115-bb23-4846cdacd73a,Two Year,Premium Connect,Credit Card,True,94.94626093084638,202038050.3621386
57b3d3d5-2fbb-4fd0-a03c-3a4de3cbcc70,One Year,Premium Connect,Mailed Check,True,102.22065276410501,295810783.93544394
112a353b-fb78-4326-b88a-7aff306ec640,Month-to-Month,Standard Connect,Bank Transfer,False,23.503759781747952,65640265.55559603
432110b2-566e-4b9c-815e-296e773b11a6,Month-to-Month,Standard Connect,Credit Card,True,71.87406913419096,191969651.52361268
aa3a1296-5805-4da9-8279-581854489afc,Month-to-Month,Premium Connect,Credit Card,True,,308579719.10805446
16ae3325-49a6-4f0f-9fa3-cea66a9cb6ed,Month-to-Month,Premium Connect,Bank Transfer,False,103.1105716636684,147496457.86358652
01857298-be8e-4065-a794-885f70eb8a48,One Year,Standard Connect,Bank Transfer,True,87.66587746162378,218103426.72097537
8450716d-067e-4fa6-93b6-de9f2f97bbbb,Two Year,Standard Connect,Digital Wallet,True,80.63478842298714,147095743.26615378
643d2f10-923d-433e-bfac-b5157d646f9c,One Year,Standard Connect,Digital Wallet,True,,179356345.80208173
336d3752-b699-4b71-a5ba-89fd30ee94fc,Month-to-Month,Standard Connect,,True,69.82628890500096,211380278.80765086
8e008abd-e138-43ff-b4a7-54b91b5c4799,Month-to-Month,Standard Connect,Digital Wallet,False,93.7664512062083,258656699.6404088
92c850cd-9a52-4b4a-bef1-9b32f6680e5f,One Year,Standard Connect,Bank Transfer,True,70.76194760926779,
561ce6a6-2c18-4043-8bcc-bccbd00af2ae,Month-to-Month,Basic Connect,,False,,89555764.78658947
8a64395a-1087-46c9-8384-c6ea3c71467f,Month-to-Month,Basic Connect,Mailed Check,True,20.319385239088106,37600309.10898419
f91725d1-e2be-4e39-8336-7586465c9d89,Two Year,Basic Connect,Bank Transfer,True,48.179334155345224,N/A
80c4856f-3917-4ed7-aa08-1022f48a17fe,One Year,Basic Connect,Digital Wallet,False,44.5717282853343,80117638.01329497
09369dc8-0c9b-4d37-acbb-ef88a5bc4d94,Month-to-Month,Standard Connect,Credit Card,False,62.35640869538096,125890072.66149811
65e15aa7-8293-4f30-886f-d9217da60045,One Year,Basic Connect,Credit Card,False,189.41668286930943,99871901.16324925
2196db3c-56be-4b91-95e7-aa81737ab4d6,Month-to-Month,Standard Connect,,True,76.31725377631074,186301062.43968472
51d749f8-f041-449a-ac56-814685064abc,Month-to-Month,Standard Connect,Digital Wallet,False,73.16892230523561,159329940.2560301
4c3807bd-f6f1-40a2-ab30-293880aeec00,One Year,Basic Connect,Credit Card,True,20.0,36065162.682470255
66ed666d-eb29-4adf-a8cf-7b329d508fa3,Month-to-Month,Premium Connect,Credit Card,False,129.4110321317523,216875353.47542834
e482f01b-7c57-4157-8e56-013ff54257ab,Month-to-Month,Standard Connect,Bank Transfer,True,56.978354345815816,142049702.62627086
14cd0e89-fbde-4bd6-9b9d-66843a292a81,Month-to-Month,Basic Connect,Credit Card,True,57.262737647859325,77721982.2097229
d3a5c44c-4566-4200-9521-5a41d00c7515,Month-to-Month,Premium Connect,Digital Wallet,True,111.75312913766362,202749413.93837956
953a4ed9-18ec-4f48-a9f1-4521d0ae2994,Month-to-Month,Premium Connect,Mailed Check,True,96.15077273858225,209700734.70414236
848a16bb-ead7-486e-bbde-1240b2530fdc,Month-to-Month,Basic Connect,Credit Card,True,48.171362493016886,108113376.06733415
7e8aa9e2-84b5-4e21-90ee-6372b5a613b0,One Year,Standard Connect,Credit Card,True,70.1910580919518,158109580.6378503
820c4bdc-c30c-4d30-a183-94d169f347d5,Month-to-Month,Basic Connect,Credit Card,True,43.90888309286509,109229078.18397734
cd4970a8-f5c0-4c48-9146-35063edad235,Month-to-Month,Premium Connect,Bank Transfer,False,109.24352576860706,218395824.86060917
2d3ed6f5-7cc6-4029-be80-bdd526d3a247,Month-to-Month,Basic Connect,Mailed Check,True,74.8795570897803,166136482.70439047
372d4838-4acb-4905-9ed4-f0bfa8947da1,Two Year,Standard Connect,Credit Card,True,79.65223698662525,224267992.1477672
e38e7ed5-195f-439e-901b-1af295215b4e,Month-to-Month,Standard Connect,Credit Card,True,58.41564636374355,133427683.44720022
5aedaa95-204e-4c2d-aacc-23c5de9c83e6,Month-to-Month,Standard Connect,Credit Card,True,88.85299845898061,
3e18f4b4-e58e-46ec-a5d6-358ed4b52de4,Month-to-Month,Basic Connect,Credit Card,False,84.1173630325012,181955380.36308745
b8f894b7-bdb8-463b-b5f9-1b65cd84385b,Month-to-Month,Standard Connect,Credit Card,True,73.22075009050536,187018288.79944736
91534748-a7a9-4ca7-b405-ea2310f44bd5,Two Year,Basic Connect,Digital Wallet,True,23.408666254932974,
d4236eed-85d1-42b5-a2b0-4a34b3406954,Month-to-Month,Basic Connect,Bank Transfer,True,49.52050814598762,147062123.56053534
4e3e7237-4f91-486b-93c9-0336b8fe30bf,Month-to-Month,Basic Connect,Credit Card,no,70.20039634839564,170640109.76435703
0af7ec11-ec5f-4d9d-8d6d-f9e8dd624955,One Year,Premium Connect,Credit Card,True,88.8771929251725,175346787.81762594
3139391f-7fed-4179-9661-8fc9ff6e4081,One Year,Basic Connect,Bank Transfer,True,44.67432480378855,72154290.34408303
33096ba0-d310-4fa6-8aba-c9d98b7b612a,One Year,Standard Connect,Bank Transfer,True,62.683390253318386,145315492.49730477
c238d866-da6e-49b6-868e-ec49555ab7c3,Month-to-Month,Basic Connect,Credit Card,True,37.395743070899464,84691637.09481542
ea3e3683-3ed5-4e76-aa47-ff08bb2e2734,One Year,Premium Connect,Bank Transfer,False,,195556365.7962885
e25805be-2e7c-4ea3-8a82-76f3be0abe59,Month-to-Month,Standard Connect,Credit Card,True,61.81772808395952,172080280.14296862
4c684126-d512-400c-80c1-fe169b53afcc,Two Year,Standard Connect,Credit Card,yes,83.48332143001262,262638234.78220415
2f74c170-3fd5-423c-9765-d1c2246f3b4a,Month-to-Month,Standard Connect,Mailed Check,True,65.76419796088284,142628259.2995348
f6b51b2b-70a5-4e11-9737-8ee8a5cd7eee,Month-to-Month,Standard Connect,Bank Transfer,True,62.47206961929244,165243740.4530143
cf9eed64-2081-43f6-ba67-ef47cac64cf2,One Year,Basic Connect,Mailed Check,True,46.0215708114144,
7dcb96de-2349-4d4c-9adc-84ce1c981e53,Month-to-Month,Premium Connect,,True,108.49452685415534,219553047.3055997
e735489c-6581-412c-a5cf-0cab998d3bda,Month-to-Month,Basic Connect,Credit Card,True,33.38154760783508,80587156.82057358
5ec53ed0-e380-41cd-8270-c2503da342d0  ,Month-to-Month,Standard Connect,Digital Wallet,True,53.142894090308765,123069610.50902666
2a5a38ac-c579-4f4b-b2ad-c70e2423ab71,Two Year,Basic Connect,Bank Transfer,True,61.078418901364,183153318.4826168
0f5e8bf3-4ecf-4d25-bcba-0c3d1fedb804,One Year,Premium Connect,,True,108.3366121686839,161776274.38856828
535fba04-87e7-4ce5-99da-cd5b5dbc5842,One Year,Basic Connect,Mailed Check,True,41.492824055787146,128756207.07174143
8815544c-ec40-4769-8ed5-70915caf5fa1,One Year,Basic Connect,Digital Wallet,False,21.963702497414268,
6c0540c6-2507-493f-b21c-972a2f2118c7,Month-to-Month,Standard Connect,Credit Card,True,95.19109022791775,207834289.55978727
971a8a20-036f-4bc3-afff-4e1626325c8c,Month-to-Month,Premium Connect,Credit Card,True,101.07649111030744,303333134.9558052
dd0c0328-031e-425f-b2f6-a532ecf4e1f3,Month-to-Month,Basic Connect,Credit Card,True,,44502485.530399464
d87ea464-bba7-46de-abc6-245381baa4c0,Month-to-Month,Standard Connect,Digital Wallet,True,77.52465739368611,146713360.0158874
e0106468-0199-4772-8a6f-699113418b12,Month-to-Month,Standard Connect,Credit Card,True,54.61600122029276,111876390.37237233
214df868-e6a0-4e49-8d92-eef7c53983ca,Month-to-Month,Standard Connect,Bank Transfer,True,73.14473565477304,121356370.93881291
7b76574a-9d87-4257-870a-78424f2cf0f5,One Year,Standard Connect,Bank Transfer,False,85.0675086468202,133402056.79828252
3226863a-0767-46c6-a2f3-cd2e20525e09,One Year,Standard Connect,,True,86.43827281369227,242679431.28890938
a727f6ab-f4b0-44cc-9663-59fc39adb7da,Month-to-Month,Premium Connect,Bank Transfer,Yes,94.76171533000196,276191771.44496244
42639856-c7b7-4b0e-b5ca-f381e3401f30,Month-to-Month,Premium Connect,Credit Card,True,90.48989470070083,256387648.60596782
9b820879-835e-43dc-aa5a-b1bd98b1d58c,Month-to-Month,Basic Connect,Mailed Check,True,43.073663566770634,121384767.59324388
ffa49807-6f0a-47c1-8d0a-f38d3d52eed6,Month-to-Month,Standard Connect,Mailed Check,False,71.93139691557766,127264827.38104238
cdc5c185-1d2c-4e3d-9dc8-bdf64f10717f,Month-to-Month,Basic Connect,Credit Card,True,37.065834062777775,121178248.36606084
fab0d792-ff91-4a9f-851f-9a4db5675c51,One Year,Premium Connect,,True,100.23714166326522,280172261.7908391
bb9eeba5-9417-4b7e-9007-ad0f6c771677,Month-to-Month,Basic Connect,Credit Card,True,31.141531229533776,
822192b3-1c57-4128-ba87-247b80567adb,Month-to-Month,Basic Connect,Bank Transfer,True,,136541998.93856055
7601296e-40d4-43cc-aebc-57f0c2a89af9,One Year,Premium Connect,Digital Wallet,True,107.1389908424413,
dc4e55bb-ebaa-47d3-b37b-8e9fb78e5794,Month-to-Month,Standard Connect,Bank Transfer,True,77.96797836769578,125788217.88103963
e3855ebb-3d56-42b9-abf5-835518d0ab84,Month-to-Month,Premium Connect,Bank Transfer,True,111.43006369514688,161790239.47608855
bcf0f745-2ca5-41d8-82f3-74fea17c9463,Month-to-Month,Basic Connect,Digital Wallet,True,55.39093429435074,105859844.2111596
a2d49634-5bcc-4fc2-9d75-2a91b2148676,Month-to-Month,Standard Connect,Digital Wallet,True,68.4707357898155,128074637.24425004
13c5d66a-4fa5-476b-9883-a09651259a0d,Month-to-Month,Premium Connect,Credit Card,True,,323606557.3589506
4a69a6d5-7a97-4a53-a0ce-db98ba47b51e,Month-to-Month,Standard Connect,Mailed Check,False,47.78426841578009,128444403.74305543
fd8865ae-b086-460a-a8ce-8f7b55fcc44a,One Year,Standard Connect,Digital Wallet,False,67.09719554837287,145265934.20461407
647698c8-7347-43bd-b4e2-586f3a72a7e9,Two Year,Standard Connect,Credit Card,True,56.27450494142157,
a1141d3d-4ae2-43be-83e6-dbb4549e5712,Month-to-Month,Basic Connect,Credit Card,False,53.76858598803159,74882946.78699738
4a851f18-e867-4b24-89f1-152fe3a9c48d,Month-to-Month,Basic Connect,Digital Wallet,True,31.110499252670532,67643311.10986789
9c4ab274-92dc-42d1-8a17-dfd43f0db07e,Month-to-Month,Premium Connect,Bank Transfer,True,,205604137.7148421
ce34d720-e148-419f-a078-99919aea8d26,Month-to-Month,Premium Connect,Digital Wallet,FALSE,108.40390786884637,308854918.66867685
fa9e8538-13e0-4fc4-bcfc-9b6d6c96edef,Month-to-Month,Standard Connect,Credit Card,False,70.79735025108002,127534467.64156018
7db74182-54e3-4152-8ed5-e0c8f4c3b5dd,One Year,Basic Connect,,False,53.84804511492811,117131049.84993082
8f54b36b-1c2d-411c-ad35-869418f696eb,Two Year,Basic Connect,Bank Transfer,True,,159018455.90374595
5d835d07-2d21-40cc-a4b2-e88768f9f6b1,Two Year,Basic Connect,Bank Transfer,True,25.73605444143203,42298482.18856464
ae19c325-a469-4bfe-9a2f-da7e6261a2c3,Month-to-Month,Basic Connect,Bank Transfer,True,30.71874421634793,60294122.42316832
74227ed6-23ed-488d-8f71-8b5603f3220c,Two Year,Standard Connect,Digital Wallet,True,98.88240549395638,154652104.0421272
4d2b521c-d522-441f-a954-51befd0f0c74,Two Year,Basic Connect,Digital Wallet,True,36.8594263423756,70067673.5747958
abca2cb3-53f2-43d7-8214-a94b2db2ab06,Month-to-Month,Standard Connect,Credit Card,True,40.91239670566043,
98920032-fbdc-4e00-9dfb-788de2e148b8,Month-to-Month,Standard Connect,Credit Card,True,78.84724000290166,239459271.21284357
e726744b-1e74-4f0d-a48c-9ef810559d7f,Month-to-Month,Basic Connect,Mailed Check,True,55.25831914291647,130918200.6589893
a58573be-71c5-4e09-bbc9-04c1b720c63c,One Year,Basic Connect,Credit Card,True,20.0,30002034.797232226
26c5ea2e-5703-4a48-806b-b688605c9e67,Month-to-Month,Standard Connect,,False,74.07918044726136,
e29e8071-366b-437c-8583-b60e4d83168a,Two Year,Basic Connect,Mailed Check,False,26.216325795009595,44023882.06481689
dc63ccfe-00d7-426d-9131-3e2bb320a05e,Month-to-Month,Basic Connect,Credit Card,True,20.0,
1c472fe5-2129-4014-95ff-81878978ddcd,One Year,Premium Connect,Digital Wallet,True,103.3474358295096,311436076.51973164
dea079ab-9c93-4996-88d8-8f86379fabff,One Year,Premium Connect,Credit Card,True,113.47062625233926,239392420.02327183
514f98a7-f441-4ff1-bfd0-16c948e98c39,Month-to-Month,Standard Connect,Credit Card,True,73.80561588982017,183526628.9269637
9413e9ff-0aa5-416b-ba28-64a38f4d2e2b,Two Year,Standard Connect,Digital Wallet,True,49.15367621962274,108698554.09024182
7338ad2b-fb75-43d7-888f-f122cb081dbf,One Year,Standard Connect,Credit Card,True,111.91805861518391,215646416.54800564
d90034d1-9a6e-4046-9ae9-2d33cdc957a6,Two Year,Basic Connect,Credit Card,False,41.58500829963809,122112628.55430143
3a9e1c85-2d35-4e59-8b5f-dd96e9cb8a4e,Month-to-Month,Standard Connect,Credit Card,True,48.86985901297389,103214995.06739272
7780ac15-0eee-448b-a622-8a7aeffdbca4,Two Year,Premium Connect,Credit Card,False,71.98531171058511,169591267.23498276
bdd29f88-0153-47a2-ac20-bf45f1d38e02,Two Year,Basic Connect,Bank Transfer,False,23.372530098886365,47222490.179738574
2812ddad-7da3-45f2-ba31-de04088aad5f,Two Year,Basic Connect,Credit Card,False,35.41896119239314,77074857.92096202
f624e80e-08eb-4cd1-9994-9eeea43a0d1e,Month-to-Month,Premium Connect,Bank Transfer,True,110.79556160605253,
56edc964-482d-45e4-917e-33148ea98af9,Month-to-Month,Premium Connect,Credit Card,True,111.69982881872188,272931556.7368073
4779fb79-1002-4484-a80e-83ba8b9e3748,One Year,Standard Connect,Credit Card,True,68.08747240732978,175181802.65004835
7e21663b-224d-4dc3-81aa-8f16007b8f82,Month-to-Month,Basic Connect,Mailed Check,False,49.12281919137621,76583665.47257414
b2317377-f49e-425c-b427-bd40be511806,One Year,Standard Connect,Bank Transfer,False,72.9671244813387,123596231.96699437
ba583399-030b-4ae6-94f7-44f2a12ac8b4,Month-to-Month,Premium Connect,Credit Card,False,119.84411820431767,283731935.0460229
b7cdbcc5-4375-4f4a-95b7-a829657a801b,One Year,Standard Connect,Bank Transfer,True,90.02387723500962,216836566.9816057
1250a093-4101-4aed-87d5-9f3daff82bae,Month-to-Month,Basic Connect,Credit Card,False,30.73281237571566,
885c9e10-54c6-49f6-b571-291c5dab3c54,Month-to-Month,Basic Connect,Credit Card,True,31.161151226955123,76735464.99671955
8e97418e-d3d9-46ad-94dd-56a3c998fb1f,One Year,Premium Connect,Digital Wallet,True,120.68069728777122,
f1504335-cfa7-4554-98ad-b22780853608,One Year,Basic Connect,Mailed Check,True,,116323685.56922625
4a754fa9-d487-42d8-b6fc-41dce34f405c,Two Year,Basic Connect,Digital Wallet,False,52.56268446179378,152171854.3031623
4ade7065-ba46-4504-b414-da3ed00dec3d,Month-to-Month,Basic Connect,Bank Transfer,True,55.558082740768754,96481269.91026579
36e3c7e7-20ff-4dcc-a451-ae042ff04499,Month-to-Month,Basic Connect,Credit Card,True,45.47587054576565,101988498.48997757
f600d9b6-d082-44a5-ab21-4cc516f2373a,Month-to-Month,Premium Connect,Credit Card,True,99.52179162397759,212999190.3347326
ecf97960-5701-4277-b91f-c637ccb4d546,Month-to-Month,Basic Connect,Credit Card,True,66.96094698058288,197904547.1255215
d288aa26-4ec8-47fc-9f6e-3961a906df53,One Year,Basic Connect,Bank Transfer,True,54.191557291516546,96913297.3228008
4405b2e0-0d7b-4ccb-adb3-921491acae97,Month-to-Month,Standard Connect,,True,81.08468304600146,157349635.37885618
e172d5bd-e0db-4d62-8e02-f0b11961293c,Month-to-Month,Premium Connect,Bank Transfer,False,89.06767204359302,202002812.7760644
058ae918-01e4-48d9-aea2-e1549b7462f9,One Year,Standard Connect,Credit Card,True,74.06887233201522,206836710.3785509
c1fd2a8c-1900-4d86-bd7a-de24b54c2a6f,Month-to-Month,Premium Connect,Credit Card,False,98.11790426859328,249250842.07656774
c302311b-8697-4b46-aa63-6a58367e90f9,Month-to-Month,Basic Connect,Bank Transfer,True,33.85307036390131,100362237.59092475
38a6fc65-b997-4c40-accc-44a7a4fb17a3,Month-to-Month,Standard Connect,Bank Transfer,True,80.55226598608726,143672315.14923796
ad8c080a-3694-4458-8708-efda77a84034,Month-to-Month,Basic Connect,,False,24.672148590864843,41535488.59208179
68d4440c-7332-4f86-9876-ccefbbf1994f,One Year,Premium Connect,Credit Card,True,95.64250151052828,164229112.4784561
14e81d3e-55ea-4567-b133-f0a0bf35915e,Month-to-Month,Basic Connect,Bank Transfer,False,61.63688904852718,168607307.08888263
3ef02991-4c88-452a-892e-c577bd082bec,Month-to-Month,Standard Connect,Digital Wallet,True,67.72524638067684,139778043.44785073
f23bc5e8-e024-4b1a-83ea-a9afc7741871,Month-to-Month,Basic Connect,Credit Card,True,28.785581975648203,71256181.65731221
ac10c155-3562-470c-8d0f-81e8cfa2a218,Month-to-Month,Premium Connect,Bank Transfer,False,,166221441.01361433
5395f7fc-e71c-4ed5-b2e8-d90f54d47864,One Year,Basic Connect,Bank Transfer,True,46.59266567428868,81369579.50475493
8bd9c1fa-34c7-4253-9d12-bf57a848b9a5,One Year,Basic Connect,Credit Card,True,46.661603706740706,140700103.68708426
5c8d595e-bbe1-4e6f-a7ca-4898c4ab25fa,Month-to-Month,Standard Connect,Credit Card,True,45.51531327678475,128910460.18738866
45341880-a627-4436-a1d6-339c0d8d5d63,Month-to-Month,Basic Connect,Credit Card,False,43.39349953588293,
0c7e6100-c078-4188-89bd-b187cbeee0df,Month-to-Month,Basic Connect,Credit Card,True,71.11969305775028,141288954.47388318
d7198404-23ee-4c87-962e-ca55c5647058,Two Year,Basic Connect,Bank Transfer,True,26.925703037656437,59297843.02993608
4bef6f6f-ba4b-4f97-8dc9-01571337010a,One Year,Premium Connect,Digital Wallet,True,140.31889267830343,377249008.23491657
9b46996e-ba87-4054-b2d0-6f8e32c399b2,Month-to-Month,Basic Connect,Bank Transfer,True,42.711827985898694,58692560.86568395
39607fda-aa8e-4442-a8c6-3e4bada1ce04,Month-to-Month,Standard Connect,Bank Transfer,True,88.29167959718669,
b736157e-be44-4cfd-baa8-335580355bc6,Month-to-Month,Basic Connect,Credit Card,True,52.473002108414214,80666508.14087862
18e0ce09-85a1-4470-8d5d-c6c7f9438cca,Two Year,Basic Connect,Credit Card,False,45.22790891844582,117402654.71622446
eba73a95-0160-480b-b09b-8c1167a292a0,One Year,Standard Connect,Bank Transfer,False,60.75850852554111,136563369.2908975
0104ee1d-7584-42d3-86fa-3a08fda6d2ed,One Year,Basic Connect,Credit Card,True,,66453952.7907799
291b7973-e0eb-4956-ac90-88a1d3fdd7d9,Month-to-Month,Basic Connect,Bank Transfer,True,22.86736655921311,46202592.64620436
0d0d13bb-690d-4eef-95e9-1dac617f9c94,Month-to-Month,Basic Connect,Credit Card,True,64.81572674661119,178845460.4027981
53f15bfa-2b08-4ec6-b696-7d501ee320c8,Month-to-Month,Premium Connect,Bank Transfer,False,127.77484716690668,367612728.2139445
ae56c8f9-2c53-4b3c-b9b5-af34405ed720,Month-to-Month,Basic Connect,Digital Wallet,True,55.20020705350276,96451449.37836772
b4a7ff1b-63c4-4963-b154-b7a655bdda78,Month-to-Month,Basic Connect,Digital Wallet,True,23.78166705435561,Missing
b8798cf3-a43c-4def-b915-07ca9a4092ca,One Year,Premium Connect,Bank Transfer,True,100.96566278204949,
d1a35328-b814-4258-a971-bd422201e137,Two Year,Standard Connect,Digital Wallet,True,56.98907089380315,115662542.18592751
247c91aa-34d7-4015-97bc-9de37512a670,One Year,Standard Connect,Mailed Check,True,43.164752905930264,130857212.5176608
47a14f4c-d8fb-42dc-b5d2-8c1adec4ab93,Two Year,Basic Connect,Bank Transfer,True,35.53718596469826,65327541.6760968
65cc2513-5023-4bfa-aa44-1fcb3b27774c,Month-to-Month,Basic Connect,Digital Wallet,True,25.730187074424038,74896076.26712804
b98ffa82-2b11-4b0a-9e25-7f1f00a2c5e8,Month-to-Month,Basic Connect,Digital Wallet,True,23.3221074158845,62161032.8666565
68385721-495e-47f5-a205-a94416c52956,Two Year,Basic Connect,Digital Wallet,True,26.268772200741363,69871783.73966154
1d28d97d-007a-4571-8519-61dccb61be5b,Month-to-Month,Premium Connect,Credit Card,False,77.44229059004749,221856723.98549312
dbde2a89-6c26-40a1-b409-619513d91a5e,Month-to-Month,Basic Connect,Digital Wallet,True,45.21001458744581,83494783.09438504
816a3597-a6f3-4b52-ba06-e14b3e2cdf05,One Year,Basic Connect,,True,52.38418969050055,103022490.41668732
